"","Role","Age","Gender","Race_Eth","School","SQI1","SQI2","SQI3","SQI4","SQI5","SQI6","SQI7","SQI8","SQI9","SQI10","SQI11","SQI12","SQI13","SQI14","SQI15","SQI16","SQI17","SQI18","SQI19","SQI20","SQI21","SQI22","SQI23","SQI24","SQI25","SQI26","SQI27","SQI28","SQI29","SQI30","SQI31","SQI32","SQI33","SQI34","SQI35","SQI36","SQI37","SQI38","SQI39","SQI40","SQI41","SQI42","SQI43","SQI44","SQI45","SQI46","SQI47","SQI48","SQI49","SQI50","SQI51","SQI52","SQI53","SQI54","LEA","State","County","IU","Q166","Q161","Q162","Q163","Q164","ProfessionalRole","Q67","Q68","Q653_1","Q653_2","Q653_3","Q654_1","Q654_2","Q654_3","Q668_1","Q668_2","Q668_3","Q669_1","Q669_2","Q669_3","Q677_1","Q677_2","Q677_3","Q678_1","Q678_2","Q678_3","Q688_1","Q688_2","Q688_3","Q689_1","Q689_2","Q689_3","Q699_1","Q699_2","Q699_3","Q700_1","Q700_2","Q700_3","Q714_1","Q714_2","Q714_3","Q715_1","Q715_2","Q715_3","Q728_1","Q728_2","Q728_3","Q729_1","Q729_2","Q729_3","Q748_1","Q748_2","Q748_3","Q749_1","Q749_2","Q749_3","Q759_1","Q759_2","Q759_3","Q760_1","Q760_2","Q760_3"
"362","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,3,3,4,3,3,4,4,3,3,4,1,3,3,3,3,1,1,3,3,3,3,3,3,3,1,2,1,2,4,4,1,3,4,1,1,1,2,1,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,"Mountain View","Pennsylvania","Susquehanna","Northeastern (IU 19)","I want to share about one young person","15","Male","White","Mountain View Junior and Senior High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,1,3,4,4,3,4,3,3,1,4,1,3,4,4,3,3,4,3,3,1,3,1,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,"Mountain View","Pennsylvania","Susquehanna","Northeastern (IU 19)",NA,NA,NA,NA,NA,"Agency Staff (If possible, please list your role and the agency)","14 to 21","Mountain View Junior and Senior High School",5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
"364","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,2,4,3,3,3,3,4,3,4,3,3,3,2,2,3,3,"Mountain View","Pennsylvania","Susquehanna","Northeastern (IU 19)",NA,NA,NA,NA,NA,"Special Education Teacher","Under 14,14 to 21","Mountain View Junior and Senior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,3,4,5,4,4,4
"365","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,4,4,4,3,4,4,4,4,4,3,3,4,3,3,2,1,1,3,4,3,3,3,4,3,3,3,1,1,3,3,3,2,"Mountain View","Pennsylvania","Susquehanna","Northeastern (IU 19)",NA,NA,NA,NA,NA,"Agency Staff (If possible, please list your role and the agency)","14 to 21,Over 21","Mountain View Junior and Senior High School",5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
"366","I'm a Transition Stakeholder",NA,NA,NA,NA,3,2,3,3,3,2,3,3,3,2,1,2,3,3,1,1,1,1,3,3,3,1,3,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,"Mountain View","Pennsylvania","Susquehanna","Northeastern (IU 19)",NA,NA,NA,NA,NA,"Staff of Non-Profit Organization (If possible, please list your role and the organization)","Under 14,14 to 21,Over 21","Mountain View Junior and Senior High School",3,3,3,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,4,1,4,4,4,3,4,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"367","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,2,3,3,4,3,4,3,3,3,4,2,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,2,"Mountain View","Pennsylvania","Susquehanna","Northeastern (IU 19)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","Mountain View Junior and Senior High School",4,4,4,5,4,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
"368","I'm a Transition Stakeholder",NA,NA,NA,NA,4,2,3,3,3,3,4,4,4,4,3,3,2,1,1,1,1,1,4,4,4,1,3,1,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,4,1,1,1,1,1,1,1,1,"Mountain View","Pennsylvania","Susquehanna","Northeastern (IU 19)",NA,NA,NA,NA,NA,"Staff of Non-Profit Organization (If possible, please list your role and the organization)","14 to 21","Mountain View Junior and Senior High School",4,1,4,4,1,4,4,1,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"369","I'm a Young Person",17,"Female","Bi-Racial","PA Virtual Charter School",3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,2,3,4,2,2,3,3,1,1,3,2,4,1,1,4,4,1,1,2,3,1,2,1,2,2,3,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","I'm a Young Person",18,"Female","White","PA Virtual Charter School",4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","I'm a Young Person",18,"Male","Black or African American","PA Virtual Charter School",3,3,2,4,4,4,4,4,4,4,4,4,3,3,4,3,3,2,3,3,4,3,4,3,3,4,4,4,4,3,1,2,4,1,4,3,2,3,3,3,4,2,3,4,2,2,4,4,1,1,2,2,1,1,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","I'm a Young Person",19,"Male","Black or African American","PA Virtual Charter School",4,3,4,4,3,3,4,4,4,3,3,3,4,4,4,3,2,1,3,4,4,1,3,4,4,1,4,1,3,4,4,2,3,4,4,4,4,3,2,2,4,4,2,4,1,1,1,4,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","I'm a Young Person",16,"Male","Hispanic, Latino or Spanish origin","PA Virtual Charter School",1,1,3,2,3,3,3,4,3,4,3,3,3,3,1,1,1,1,4,4,4,1,3,1,1,4,1,2,3,1,1,3,1,3,3,1,3,3,2,3,3,2,2,3,3,2,3,3,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","I'm a Young Person",16,"Male","White","PA Virtual Charter School",3,4,3,3,3,4,3,4,3,2,3,4,3,4,4,3,2,2,3,3,3,2,3,2,2,4,3,4,3,3,2,2,2,2,2,2,2,3,2,3,4,2,3,4,2,2,4,3,2,1,2,2,1,1,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","I'm a Young Person",18,"Male","White","PA Virtual Charter School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1,1,4,4,2,3,4,4,2,4,2,4,4,4,4,4,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","I'm a Young Person",19,"Male","White","PA Virtual Charter School",3,1,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,4,2,2,4,4,3,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","I'm a Young Person",19,"Male","White","PA Virtual Charter School",4,3,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,4,1,1,2,3,3,3,4,3,2,2,3,2,4,4,1,2,3,3,1,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","I'm a Young Person",18,"Male","White","PA Virtual Charter School",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,4,4,4,4,2,4,4,4,4,3,4,4,4,2,2,1,1,1,1,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","I'm a Young Person",18,"Female","White","PA Virtual Charter School",2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,1,1,2,2,2,2,2,3,2,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","I'm a Young Person",16,"Female","Black or African American","PA Virtual Charter School",3,4,3,3,4,4,3,4,3,4,4,3,4,3,4,4,2,4,2,2,4,4,3,3,4,4,3,3,4,4,3,2,2,4,2,2,2,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","I'm a Young Person",16,"Female","Black or African American","PA Virtual Charter School",3,3,4,3,3,3,3,4,3,4,2,3,3,3,3,3,1,1,2,4,3,4,3,4,4,2,2,1,3,1,1,2,2,1,2,2,1,1,1,1,3,2,2,1,1,2,2,1,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","I'm a Young Person",17,"Male","White","PA Virtual Charter School",4,3,3,1,4,3,3,4,3,4,1,3,3,3,3,4,2,4,4,3,3,1,3,2,3,2,2,2,3,4,2,1,2,1,2,1,2,4,2,3,3,2,3,3,1,2,2,2,2,2,1,3,1,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","I'm a Young Person",18,"Female","White","PA Virtual Charter School",4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,3,2,3,4,4,3,4,4,3,3,2,2,2,3,2,2,3,3,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","I'm a Young Person",18,"Female","Hispanic, Latino or Spanish origin","PA Virtual Charter School",3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,3,1,1,3,3,3,4,3,3,3,1,3,1,1,4,1,2,2,2,2,2,2,3,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","I'm a Young Person",16,"Male","Black or African American","PA Virtual Charter School",3,4,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,2,2,3,3,3,4,3,3,3,1,2,3,2,2,3,2,3,3,3,3,4,4,3,3,2,3,2,3,2,2,2,2,4,3,3,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","I'm a Young Person",15,"Female","Black or African American","PA Virtual Charter School",1,1,3,3,3,3,2,3,3,3,1,1,1,1,3,4,1,1,2,3,3,4,3,2,2,2,2,1,2,1,4,4,4,4,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","I'm a Young Person",15,"Female","White","PA Virtual Charter School",3,3,1,3,4,1,2,3,3,3,4,4,3,4,1,1,1,1,4,4,4,4,2,3,3,4,1,4,4,4,1,1,2,1,2,2,2,2,3,2,4,2,4,3,1,2,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","I'm a Young Person",15,"Non-Binary / Third Gender","White","PA Virtual Charter School",3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,1,3,3,3,4,4,1,3,4,2,3,3,4,4,4,2,2,3,2,2,3,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","I'm a Young Person",14,"Male","White","PA Virtual Charter School",3,3,3,2,3,2,3,2,4,2,3,2,3,3,1,1,1,1,3,3,3,4,3,4,3,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","I'm a Young Person",14,"Female","Black or African American","PA Virtual Charter School",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","I'm a Young Person",20,"Male","Hispanic, Latino or Spanish origin","PA Virtual Charter School",3,3,4,3,4,3,4,4,4,2,3,3,3,2,1,3,1,1,4,4,4,4,3,2,2,2,3,2,2,1,4,1,3,1,3,3,3,3,2,2,3,3,2,3,4,3,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","I'm a Young Person",19,"Male","Bi-Racial","PA Virtual Charter School",3,2,2,2,3,3,3,4,4,2,2,2,3,3,2,2,2,2,4,4,4,4,3,2,3,3,3,4,4,2,2,2,2,2,2,2,2,4,2,4,4,4,4,2,3,4,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","I'm a Young Person",15,"Female","Black or African American","PA Virtual Charter School",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,4,4,4,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","I'm a Young Person",20,"Male","I prefer to not to answer","PA Virtual Charter School",4,4,4,4,4,3,3,3,3,2,4,2,4,4,4,4,2,2,2,4,3,4,3,4,2,2,2,2,2,4,4,3,3,3,3,2,2,4,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","I'm a Young Person",18,"Male","White","PA Virtual Charter School",4,4,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3,4,4,4,4,3,4,3,3,3,4,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","I'm a Parent / Legal Guardian",NA,NA,NA,"PA Virtual Charter School",3,3,3,4,3,4,4,4,3,3,3,4,4,4,4,4,4,2,2,3,3,4,3,1,1,3,3,4,4,3,1,1,3,1,3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)","I want to share about one young person","16","Male","White",NA,NA,NA,"PA Virtual Charter School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","I'm a Parent / Legal Guardian",NA,NA,NA,"PA Virtual Charter School",4,4,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,3,3,4,4,3,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,1,1,2,1,1,1,1,"PA Virtual Charter School","Pennsylvania",NA,"Montgomery County (IU 23)","I want to share about one young person","17","Male","White",NA,NA,NA,"PA Virtual Charter School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
